miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT003054,hsa-miR-21-5p,Homo sapiens,PDCD4,27250,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,23708209
MIRT003054,hsa-miR-21-5p,Homo sapiens,PDCD4,27250,Homo sapiens,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26367487
MIRT003054,hsa-miR-21-5p,Homo sapiens,PDCD4,27250,Homo sapiens,Luciferase reporter assay,Functional MTI,26864640
MIRT003054,hsa-miR-21-5p,Homo sapiens,PDCD4,27250,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,25994220
MIRT003054,hsa-miR-21-5p,Homo sapiens,PDCD4,27250,Homo sapiens,FACS//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26387848
MIRT003054,hsa-miR-21-5p,Homo sapiens,PDCD4,27250,Homo sapiens,qRT-PCR//Western blot,Functional MTI,26320576
MIRT003054,hsa-miR-21-5p,Homo sapiens,PDCD4,27250,Homo sapiens,Western blot,Functional MTI,28069514
MIRT003054,hsa-miR-21-5p,Homo sapiens,PDCD4,27250,Homo sapiens,ChIP-seq//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27876813
MIRT003054,hsa-miR-21-5p,Homo sapiens,PDCD4,27250,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,27240294
MIRT003057,hsa-miR-375,Homo sapiens,PLAG1,5324,Homo sapiens,Luciferase reporter assay,Functional MTI,19347935
MIRT003058,hsa-miR-144-3p,Homo sapiens,PLAG1,5324,Homo sapiens,Luciferase reporter assay,Functional MTI,19347935
MIRT003060,hsa-miR-143-3p,Homo sapiens,FNDC3B,64778,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19472311
MIRT003080,hsa-miR-122-5p,Homo sapiens,GYS1,2997,Homo sapiens,qRT-PCR//Western blot//Northern blot,Functional MTI,18073344
MIRT003081,hsa-miR-122-5p,Homo sapiens,ANK2,287,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003082,hsa-miR-122-5p,Homo sapiens,NFATC2IP,84901,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003083,hsa-miR-122-5p,Homo sapiens,ENTPD4,9583,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003084,hsa-miR-122-5p,Homo sapiens,ANXA11,311,Homo sapiens,Luciferase reporter assay//qRT-PCR//Microarray,Functional MTI,19296470
MIRT003085,hsa-miR-122-5p,Homo sapiens,ALDOA,226,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003086,hsa-miR-122-5p,Homo sapiens,RAB6B,51560,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003087,hsa-miR-122-5p,Homo sapiens,RAB11FIP1,80223,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003088,hsa-miR-122-5p,Homo sapiens,FOXP1,27086,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003089,hsa-miR-122-5p,Homo sapiens,MECP2,4204,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003090,hsa-miR-122-5p,Homo sapiens,NCAM1,4684,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003091,hsa-miR-122-5p,Homo sapiens,UBAP2,55833,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003092,hsa-miR-122-5p,Homo sapiens,TBX19,9095,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003093,hsa-miR-122-5p,Homo sapiens,AACS,65985,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003094,hsa-miR-122-5p,Homo sapiens,DUSP2,1844,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003095,hsa-miR-122-5p,Homo sapiens,ATP1A2,477,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003097,hsa-miR-122-5p,Homo sapiens,MAPK11,5600,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003098,hsa-miR-122-5p,Homo sapiens,FUNDC2,65991,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003099,hsa-miR-122-5p,Homo sapiens,AKT3,10000,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003099,hsa-miR-122-5p,Homo sapiens,AKT3,10000,Homo sapiens,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,24244539
MIRT003100,hsa-miR-122-5p,Homo sapiens,TPD52L2,7165,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003102,hsa-miR-122-5p,Homo sapiens,GALNT10,55568,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003102,hsa-miR-122-5p,Homo sapiens,GALNT10,55568,Homo sapiens,Immunohistochemistry//In situ hybridization//qRT-PCR//Luciferase reporter assay//Immunoprecipitaion//Western blot,Functional MTI,25422324
MIRT003103,hsa-miR-122-5p,Homo sapiens,G6PC3,92579,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003104,hsa-miR-122-5p,Homo sapiens,AP3M2,10947,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003105,hsa-miR-122-5p,Homo sapiens,SLC7A1,6541,Homo sapiens,Luciferase reporter assay//Western blot//Reporter assay;Other,Functional MTI,17179747
MIRT003105,hsa-miR-122-5p,Homo sapiens,SLC7A1,6541,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003105,hsa-miR-122-5p,Homo sapiens,SLC7A1,6541,Homo sapiens,Luciferase reporter assay,Functional MTI,16777601
MIRT003106,hsa-miR-122-5p,Homo sapiens,XPO6,23214,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003107,hsa-miR-122-5p,Homo sapiens,FOXJ3,22887,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003108,hsa-miR-122-5p,Homo sapiens,SLC7A11,23657,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003109,hsa-miR-122-5p,Homo sapiens,TRIB1,10221,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003110,hsa-miR-122-5p,Homo sapiens,EGLN3,112399,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003111,hsa-miR-122-5p,Homo sapiens,NUMBL,9253,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003112,hsa-miR-122-5p,Homo sapiens,ADAM17,6868,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19296470
MIRT003112,hsa-miR-122-5p,Homo sapiens,ADAM17,6868,Homo sapiens,Luciferase reporter assay//,Functional MTI,19935707
MIRT003152,hsa-let-7a-5p,Homo sapiens,HMGA1,3159,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,19179606
MIRT003152,hsa-let-7a-5p,Homo sapiens,HMGA1,3159,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22139073
MIRT003152,hsa-let-7a-5p,Homo sapiens,HMGA1,3159,Homo sapiens,qRT-PCR//Western blot,Functional MTI,25846193
MIRT003153,hsa-miR-210-3p,Homo sapiens,BDNF,627,Homo sapiens,2DGE//immunoprecipitaion//Luciferase reporter assay//Mass spectrometry//Microarray//qRT-PCR//Western blot,Functional MTI,19826008
MIRT003153,hsa-miR-210-3p,Homo sapiens,BDNF,627,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26708520
MIRT003154,hsa-miR-210-3p,Homo sapiens,PTPN1,5770,Homo sapiens,2DGE//immunoprecipitaion//Luciferase reporter assay//Mass spectrometry//Microarray//qRT-PCR//Western blot,Functional MTI,19826008
MIRT003155,hsa-miR-210-3p,Homo sapiens,P4HB,5034,Homo sapiens,2DGE//immunoprecipitaion//Mass spectrometry//Microarray//qRT-PCR//Western blot,Functional MTI,19826008
MIRT003159,hsa-miR-210-3p,Homo sapiens,NCAM1,4684,Homo sapiens,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003163,hsa-miR-210-3p,Homo sapiens,ISCU,23479,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19808020
MIRT003163,hsa-miR-210-3p,Homo sapiens,ISCU,23479,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,21801864
MIRT003165,hsa-miR-210-3p,Homo sapiens,GPD1L,23171,Homo sapiens,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003167,hsa-miR-210-3p,Homo sapiens,CPEB2,132864,Homo sapiens,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003171,hsa-miR-210-3p,Homo sapiens,XIST,7503,Homo sapiens,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003179,hsa-miR-210-3p,Homo sapiens,DDAH1,23576,Homo sapiens,immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,19826008
MIRT003184,hsa-miR-210-3p,Homo sapiens,E2F3,1871,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,18059191
MIRT003184,hsa-miR-210-3p,Homo sapiens,E2F3,1871,Homo sapiens,Luciferase reporter assay,Functional MTI,21465485
MIRT003184,hsa-miR-210-3p,Homo sapiens,E2F3,1871,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,23028679
MIRT003186,hsa-miR-449a,Homo sapiens,CDC25A,993,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Reporter assay;Western blot;Other,Functional MTI,19833767
MIRT003186,hsa-miR-449a,Homo sapiens,CDC25A,993,Homo sapiens,Luciferase reporter assay,Functional MTI,23590309
MIRT003187,hsa-miR-449a,Homo sapiens,CDK6,1021,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Reporter assay;Western blot;Other,Functional MTI,19833767
MIRT003187,hsa-miR-449a,Homo sapiens,CDK6,1021,Homo sapiens,ChIP-seq//Flow//Immunohistochemistry//Immunoprecipitaion//qRT-PCR//Western blot,Functional MTI,24810364
MIRT003187,hsa-miR-449a,Homo sapiens,CDK6,1021,Homo sapiens,Immunofluorescence//qRT-PCR//Western blot,Functional MTI,25202363
MIRT003187,hsa-miR-449a,Homo sapiens,CDK6,1021,Homo sapiens,Luciferase reporter assay,Functional MTI,25760387
MIRT003191,hsa-miR-222-3p,Homo sapiens,PPP2R2A,5520,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,20103675
MIRT003191,hsa-miR-222-3p,Homo sapiens,PPP2R2A,5520,Homo sapiens,Reporter assay;Western blot,Functional MTI,21656127
MIRT003191,hsa-miR-222-3p,Homo sapiens,PPP2R2A,5520,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26800397
MIRT003193,hsa-miR-9-5p,Homo sapiens,NFKB1,4790,Homo sapiens,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19702828
MIRT003193,hsa-miR-9-5p,Homo sapiens,NFKB1,4790,Homo sapiens,GFP reporter assay//qRT-PCR//Western blot,Functional MTI,20102618
MIRT003193,hsa-miR-9-5p,Homo sapiens,NFKB1,4790,Homo sapiens,GFP reporter assay//Western blot//EGFP reporter assay//qRT-PCR,Functional MTI,22131135
MIRT003193,hsa-miR-9-5p,Homo sapiens,NFKB1,4790,Homo sapiens,Reporter assay;Western blot,Functional MTI,19289835
MIRT003193,hsa-miR-9-5p,Homo sapiens,NFKB1,4790,Homo sapiens,GFP reporter assay//qRT-PCR//Western blot,Functional MTI,22825752
MIRT003193,hsa-miR-9-5p,Homo sapiens,NFKB1,4790,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27603333
MIRT003193,hsa-miR-9-5p,Homo sapiens,NFKB1,4790,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26248136
MIRT003198,hsa-miR-345-5p,Homo sapiens,ABCC1,4363,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,20099276
MIRT003199,hsa-miR-7-5p,Homo sapiens,ABCC1,4363,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,20099276
MIRT003199,hsa-miR-7-5p,Homo sapiens,ABCC1,4363,Homo sapiens,Immunohistochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,26108539
MIRT003200,hsa-miR-29c-3p,Homo sapiens,CDK6,1021,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay;Western blot;qRT-PCR;Other,Functional MTI,20086245
MIRT003203,hsa-miR-1-3p,Homo sapiens,SOX6,55553,Homo sapiens,Luciferase reporter assay,Functional MTI,20081117
MIRT003209,hsa-miR-181c-5p,Homo sapiens,NOTCH2,4853,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,20080834
MIRT003210,hsa-miR-181c-5p,Homo sapiens,KRAS,3845,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20080834
MIRT003210,hsa-miR-181c-5p,Homo sapiens,KRAS,3845,Homo sapiens,qRT-PCR//Western blot,Functional MTI,23667495
MIRT003211,hsa-miR-181c-5p,Homo sapiens,NOTCH4,4855,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20080834
MIRT003212,hsa-miR-26a-5p,Homo sapiens,MAP3K2,10746,Homo sapiens,GFP reporter assay//Luciferase reporter assay//Western blot,Functional MTI,20080666
MIRT003213,hsa-miR-26a-5p,Homo sapiens,RB1,5925,Homo sapiens,GFP reporter assay//Luciferase reporter assay//Western blot,Functional MTI,20080666
MIRT003213,hsa-miR-26a-5p,Homo sapiens,RB1,5925,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,23108995
MIRT003214,hsa-miR-19a-3p,Homo sapiens,ESR1,2099,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20080637
MIRT003215,hsa-miR-421,Homo sapiens,ATM,472,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20080624
MIRT003215,hsa-miR-421,Homo sapiens,ATM,472,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23818585
MIRT003215,hsa-miR-421,Homo sapiens,ATM,472,Homo sapiens,Luciferase reporter assay,Functional MTI,23199656
MIRT003216,hsa-miR-10b-5p,Homo sapiens,KLF4,9314,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,20075075
MIRT003216,hsa-miR-10b-5p,Homo sapiens,KLF4,9314,Homo sapiens,Flow//qRT-PCR//Western blot,Functional MTI,24216130
MIRT003216,hsa-miR-10b-5p,Homo sapiens,KLF4,9314,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24573354
MIRT003216,hsa-miR-10b-5p,Homo sapiens,KLF4,9314,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26191201
MIRT003216,hsa-miR-10b-5p,Homo sapiens,KLF4,9314,Homo sapiens,Luciferase reporter assay,Functional MTI,27669739
MIRT003216,hsa-miR-10b-5p,Homo sapiens,KLF4,9314,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,27764757
MIRT003220,hsa-miR-29a-3p,Homo sapiens,COL4A2,1284,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20067797
MIRT003220,hsa-miR-29a-3p,Homo sapiens,COL4A2,1284,Homo sapiens,Luciferase reporter assay,Functional MTI,22745231
MIRT003220,hsa-miR-29a-3p,Homo sapiens,COL4A2,1284,Homo sapiens,Western blot//Luciferase reporter assay//Immunofluorescence,Functional MTI,25241894
MIRT003221,hsa-miR-29a-3p,Homo sapiens,COL4A1,1282,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20067797
MIRT003221,hsa-miR-29a-3p,Homo sapiens,COL4A1,1282,Homo sapiens,Luciferase reporter assay,Functional MTI,22745231
MIRT003221,hsa-miR-29a-3p,Homo sapiens,COL4A1,1282,Homo sapiens,Luciferase reporter assay,Functional MTI,27666438
MIRT003222,hsa-miR-150-5p,Homo sapiens,EGR2,1959,Homo sapiens,Luciferase reporter assay//semi-qRT-PCR//Western blot,Functional MTI,20067763
MIRT003222,hsa-miR-150-5p,Homo sapiens,EGR2,1959,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,23604034
MIRT003225,hsa-miR-424-5p,Homo sapiens,ITPR1,3708,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003226,hsa-miR-424-5p,Homo sapiens,MAP2K1,5604,Homo sapiens,Luciferase reporter assay,Functional MTI,20065103
MIRT003226,hsa-miR-424-5p,Homo sapiens,MAP2K1,5604,Homo sapiens,Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,21179471
MIRT003227,hsa-miR-424-5p,Homo sapiens,PIAS1,8554,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003228,hsa-miR-424-5p,Homo sapiens,FGFR1,2260,Homo sapiens,Luciferase reporter assay,Functional MTI,20065103
MIRT003228,hsa-miR-424-5p,Homo sapiens,FGFR1,2260,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23803556
MIRT003228,hsa-miR-424-5p,Homo sapiens,FGFR1,2260,Homo sapiens,Immunohistochemistry//Luciferase reporter assay//Microarray//Northern blot//qRT-PCR,Functional MTI,23263626
MIRT003229,hsa-miR-335-5p,Homo sapiens,ARPC5L,81873,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003230,hsa-miR-335-5p,Homo sapiens,RASA1,5921,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003230,hsa-miR-335-5p,Homo sapiens,RASA1,5921,Homo sapiens,qRT-PCR//Western blot,Functional MTI,25520857
MIRT003230,hsa-miR-335-5p,Homo sapiens,RASA1,5921,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26708214
MIRT003232,hsa-miR-224-5p,Homo sapiens,AP2M1,1173,Homo sapiens,Luciferase reporter assay,Functional MTI,20065103
MIRT003233,hsa-miR-224-5p,Homo sapiens,NIT1,4817,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003234,hsa-miR-224-5p,Homo sapiens,FOSB,2354,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003235,hsa-miR-224-5p,Homo sapiens,NCOA6,23054,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003236,hsa-miR-205-5p,Homo sapiens,DDX5,1655,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003238,hsa-miR-205-5p,Homo sapiens,INPPL1,3636,Homo sapiens,Western blot//Luciferase reporter assay//Northern blot//Reporter assay;Western blot;Other,Functional MTI,19033458
MIRT003238,hsa-miR-205-5p,Homo sapiens,INPPL1,3636,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003239,hsa-miR-205-5p,Homo sapiens,MED1,5469,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,20065103
MIRT003239,hsa-miR-205-5p,Homo sapiens,MED1,5469,Homo sapiens,qRT-PCR//Western blot,Functional MTI,22869146
MIRT003240,hsa-miR-93-5p,Homo sapiens,MAPK9,5601,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20065103
MIRT003260,hsa-miR-133b,Homo sapiens,MCL1,4170,Homo sapiens,Western blot//Luciferase reporter assay,Functional MTI,19654003
MIRT003260,hsa-miR-133b,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,20056941
MIRT003260,hsa-miR-133b,Homo sapiens,MCL1,4170,Homo sapiens,Western blot,Functional MTI,24391788
MIRT003260,hsa-miR-133b,Homo sapiens,MCL1,4170,Homo sapiens,ChIP-seq//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26276722
MIRT003271,hsa-miR-204-5p,Homo sapiens,TGFBR1,7046,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20056717
MIRT003272,hsa-miR-204-5p,Homo sapiens,TGFBR2,7048,Homo sapiens,Luciferase reporter assay,Functional MTI,20056717
MIRT003273,hsa-miR-204-5p,Homo sapiens,SNAI2,6591,Homo sapiens,Luciferase reporter assay,Functional MTI,20056717
MIRT003274,hsa-miR-30d-5p,Homo sapiens,GNAI2,2771,Homo sapiens,Western blot//Reporter assay;Other,Functional MTI,20054866
MIRT003279,hsa-miR-141-3p,Homo sapiens,BRD3,8019,Homo sapiens,Luciferase reporter assay//Western blot//Reporter assay;Western blot;Other,Functional MTI,20053927
MIRT003280,hsa-miR-141-3p,Homo sapiens,UBAP1,51271,Homo sapiens,Luciferase reporter assay//Western blot//Reporter assay;Western blot;Other,Functional MTI,20053927
MIRT003281,hsa-miR-141-3p,Homo sapiens,PTEN,5728,Homo sapiens,Luciferase reporter assay//Western blot//Reporter assay;Western blot;Other,Functional MTI,20053927
MIRT003286,hsa-miR-29a-3p,Homo sapiens,MCL1,4170,Homo sapiens,qRT-PCR//Western blot,Functional MTI,19850741
MIRT003286,hsa-miR-29a-3p,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20041405
MIRT003286,hsa-miR-29a-3p,Homo sapiens,MCL1,4170,Homo sapiens,Immunohistochemistry//Microarray//Western blot,Functional MTI,20643754
MIRT003286,hsa-miR-29a-3p,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay,Functional MTI,24155920
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay//Western blot//Immunofluorescence//Reporter assay;Other,Functional MTI,17404574
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19850741
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20041405
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,Immunohistochemistry//Microarray//Western blot,Functional MTI,20643754
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20657750
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay,Functional MTI,23894561
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay,Functional MTI,24155920
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay// Western blot//qRT-PCR,Functional MTI,24992675
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,Western blot,Functional MTI,27063186
MIRT003287,hsa-miR-29b-3p,Homo sapiens,MCL1,4170,Homo sapiens,ELISA//Immunofluorescence//Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,28190086
MIRT003288,hsa-miR-29c-3p,Homo sapiens,MCL1,4170,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20041405
MIRT003288,hsa-miR-29c-3p,Homo sapiens,MCL1,4170,Homo sapiens,Immunohistochemistry//Microarray//Western blot,Functional MTI,20643754
